지역명,일시,관외 이동량
전라남도 고흥군,11,138235
전라남도 곡성군,11,111594
전라남도 광양시,11,377486
전라남도 구례군,11,108187
전라남도 나주시,11,377736
전라남도 담양군,11,318930
전라남도 목포시,11,575663
전라남도 무안군,11,382719
전라남도 보성군,11,141460
전라남도 순천시,11,583436
전라남도 신안군,11,111480
전라남도 여수시,11,654906
전라남도 영광군,11,143080
전라남도 영암군,11,265342
전라남도 완도군,11,90960
전라남도 장성군,11,229637
전라남도 장흥군,11,88442
전라남도 진도군,11,82765
전라남도 함평군,11,147722
전라남도 해남군,11,178492
전라남도 화순군,11,237132
경상북도 경산시,11,845688
경상북도 경주시,11,1122665
경상북도 고령군,11,153960
경상북도 구미시,11,713922
경상북도 김천시,11,321923
경상북도 문경시,11,233399
경상북도 봉화군,11,92102
경상북도 상주시,11,253167
경상북도 성주군,11,191999
경상북도 안동시,11,363029
경상북도 영덕군,11,148408
경상북도 영양군,11,32320
경상북도 영주시,11,192872
경상북도 영천시,11,325875
경상북도 예천군,11,138919
경상북도 울릉군,11,19739
경상북도 울진군,11,141062
경상북도 의성군,11,135887
경상북도 청도군,11,237620
경상북도 청송군,11,115636
경상북도 칠곡군,11,539759
경상북도 포항시 남구,11,850580
경상북도 포항시 북구,11,751896
경상남도 거제시,11,409412
경상남도 거창군,11,121605
경상북도 군위군,11,0
경상남도 고성군,11,210186
경상남도 김해시,11,1139045
경상남도 남해군,11,155284
경상남도 밀양시,11,333520
경상남도 사천시,11,378471
경상남도 산청군,11,171651
경상남도 양산시,11,828346
경상남도 의령군,11,105442
경상남도 진주시,11,562973
경상남도 창녕군,11,222857
경상남도 창원시 마산합포구,11,670650
경상남도 창원시 마산회원구,11,626554
경상남도 창원시 성산구,11,1105505
경상남도 창원시 의창구,11,1062151
경상남도 창원시 진해구,11,454911
경상남도 통영시,11,348037
경상남도 하동군,11,162105
경상남도 함안군,11,337642
경상남도 함양군,11,109901
경상남도 합천군,11,140703
제주특별자치도 서귀포시,11,960861
제주특별자치도 제주시,11,1403200
부산광역시 강서구,12,979106
부산광역시 금정구,12,667244
부산광역시 기장군,12,750846
부산광역시 남구,12,657310
부산광역시 동구,12,598980
부산광역시 동래구,12,906774
부산광역시 부산광역시진구,12,1589499
부산광역시 북구,12,445227
부산광역시 사상구,12,740811
부산광역시 사하구,12,512573
부산광역시 서구,12,467390
부산광역시 수영구,12,790823
부산광역시 연제구,12,846499
부산광역시 영도구,12,265039
부산광역시 중구,12,735695
부산광역시 해운대구광역시,12,1327403
대구광역시 남구,12,574932
대구광역시 달서구,12,1326660
대구광역시 달성군,12,657020
대구광역시 동구,12,1139490
대구광역시 북구,12,1104368
대구광역시 서구,12,598906
대구광역시 수성구,12,1145894
대구광역시 군위군,12,102904
대구광역시 중구,12,1377658
광주광역시 광산구,12,1047806
광주광역시 남구,12,507758
광주광역시 동구,12,751626
광주광역시 북구,12,982862
광주광역시 서구,12,1178781
대전광역시 대덕구,12,523978
대전광역시 동구,12,735840
대전광역시 서구,12,1215186
대전광역시 유성구,12,1207662
대전광역시 중구,12,807916
울산광역시 남구,12,1137720
울산광역시 동구,12,290755
울산광역시 북구,12,652805
울산광역시 울주군,12,711791
울산광역시 중구,12,483594
세종특별자치시,12,579309
강원특별시 강릉시,12,544089
강원특별시 고성군,12,148751
강원특별시 동해시,12,146147
강원특별시 삼척시,12,155301
강원특별시 속초시,12,410098
강원특별시 양구군,12,27496
강원특별시 양양군,12,165405
강원특별시 영월군,12,85288
강원특별시 원주시,12,468760
강원특별시 인제군,12,89851
강원특별시 정선군,12,162039
강원특별시 철원군,12,72499
강원특별시 춘천시,12,423171
강원특별시 태백시,12,67597
강원특별시 평창군,12,232064
강원특별시 홍천군,12,233165
강원특별시 화천군,12,43351
강원특별시 횡성군,12,160511
충청북도 괴산군,12,112552
충청북도 단양군,12,87788
충청북도 보은군,12,71629
충청북도 영동군,12,73718
충청북도 옥천군,12,125762
충청북도 음성군,12,292745
충청북도 제천시,12,227975
충청북도 증평군,12,86526
충청북도 진천군,12,231725
충청북도 청주시 상당구,12,534387
충청북도 청주시 서원구,12,555078
충청북도 청주시 청원구,12,553707
충청북도 청주시 흥덕구,12,891239
충청북도 충주시,12,297508
충청남도 계룡시,12,84983
충청남도 공주시,12,350433
충청남도 금산군,12,144677
충청남도 논산시,12,250201
충청남도 당진시,12,292097
충청남도 보령시,12,222207
충청남도 부여군,12,114060
충청남도 서산시,12,249608
충청남도 서천군,12,121533
충청남도 아산시,12,769090
충청남도 예산군,12,227725
충청남도 천안시 동남구,12,783584
충청남도 천안시 서북구,12,957363
충청남도 청양군,12,68570
충청남도 태안군,12,160857
충청남도 홍성군,12,177140
전북특별자치도 고창군,12,98476
전북특별자치도 군산시,12,367492
전북특별자치도 김제시,12,211614
전북특별자치도 남원시,12,142342
전북특별자치도 무주군,12,115082
전북특별자치도 부안군,12,126240
전북특별자치도 순창군,12,55069
전북특별자치도 완주군,12,394755
전북특별자치도 익산시,12,391487
전북특별자치도 임실군,12,90744
전북특별자치도 장수군,12,32805
전북특별자치도 전주시 덕진구,12,833298
전북특별자치도 전주시 완산구,12,810367
전북특별자치도 정읍시,12,164334
전북특별자치도 진안군,12,58524
전라남도 강진군,12,73218
전라남도 고흥군,12,105612
전라남도 곡성군,12,74793
전라남도 광양시,12,299955
전라남도 구례군,12,63644
전라남도 나주시,12,273420
전라남도 담양군,12,231369
전라남도 목포시,12,459281
전라남도 무안군,12,294731
전라남도 보성군,12,105596
전라남도 순천시,12,438231
전라남도 신안군,12,79853
전라남도 여수시,12,565860
전라남도 영광군,12,95910
전라남도 영암군,12,187954
전라남도 완도군,12,79158
전라남도 장성군,12,142517
전라남도 장흥군,12,67843
전라남도 진도군,12,70629
전라남도 함평군,12,97293
전라남도 해남군,12,135959
전라남도 화순군,12,165737
경상북도 경산시,12,623364
경상북도 경주시,12,814805
경상북도 고령군,12,108462
경상북도 구미시,12,564374
경상북도 김천시,12,235486
경상북도 문경시,12,156685
경상북도 봉화군,12,63997
경상북도 상주시,12,179268
경상북도 성주군,12,139511
경상북도 안동시,12,258924
경상북도 영덕군,12,135481
경상북도 영양군,12,19317
경상북도 영주시,12,133328
경상북도 영천시,12,233538
경상북도 예천군,12,95049
경상북도 울릉군,12,6658
경상북도 울진군,12,117330
경상북도 의성군,12,86559
경상북도 청도군,12,180504
경상북도 청송군,12,56652
경상북도 칠곡군,12,404512
경상북도 포항시 남구,12,694374
경상북도 포항시 북구,12,634839
경상남도 거제시,12,351659
경상남도 거창군,12,82978
경상북도 군위군,12,0
경상남도 고성군,12,156718
경상남도 김해시,12,916768
경상남도 남해군,12,129431
경상남도 밀양시,12,226903
경상남도 사천시,12,298026
경상남도 산청군,12,112614
경상남도 양산시,12,657958
경상남도 의령군,12,71088
경상남도 진주시,12,463896
경상남도 창녕군,12,164176
경상남도 창원시 마산합포구,12,535209
경상남도 창원시 마산회원구,12,494941
경상남도 창원시 성산구,12,889322
경상남도 창원시 의창구,12,839362
경상남도 창원시 진해구,12,366844
경상남도 통영시,12,282883
경상남도 하동군,12,108742
경상남도 함안군,12,242091
경상남도 함양군,12,69050
경상남도 합천군,12,86607
제주특별자치도 서귀포시,12,734521
제주특별자치도 제주시,12,1030539
